EGID,BAUJ,BAUJK,FLAE,GES,GKAT,n_eingange,GDEKT,GDENAME,GDENR,STRNAME,DEINR,PLZ4,PLZNAME,Latitude,Longitude,CH_BEZ_D,BAUJK_qual,FLAE_qual,GES_qual,EBF,Nutzung,HGT,co2_m2,co2,kwh_m2,kwh
1,1984,1981-1985,122,2,Gebäude mit teilweiser Wohnnutzung,2,ZH,Affoltern am Albis,2,Grossholzerstrasse,20,8910,Affoltern am Albis,47.26912,8.449096,ausserhalb Bauzonen,1,0,1,97.60000000000001,Rest,3112,24.11903142965101,2354.0174675339385,107.27098672832796,10469.64830468481
"183,1981,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,23a,8910,Affoltern am Albis,47.27359,8.454342,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"186,1975,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,41,8910,Affoltern am Albis,47.27297,8.454686,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"188,1975,1971-1980,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,45,8910,Affoltern am Albis,47.27274,8.454821,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"189,1976,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,46,8910,Affoltern am Albis,47.27251,8.453418,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"192,1982,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,21c,8910,Affoltern am Albis,47.2737,8.454286,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"194,1982,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,19c,8910,Affoltern am Albis,47.27389,8.454109,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"196,1982,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,21b,8910,Affoltern am Albis,47.27365,8.45424,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
204,1975,1971-1980,122,3,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Tannholzstrasse,33,8910,Affoltern am Albis,47.27308,8.454915,Wohnzonen,1,0,1,195.20000000000002,Rest,3112,24.603972868161957,4802.695503865214,115.31565001442432,22509.61488281563
"206,1975,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Tannholzstrasse,37,8910,Affoltern am Albis,47.27316,8.455013,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"286,1981,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Butzenstrasse,14,8910,Affoltern am Albis,47.27701,8.458657,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"288,1981,1981-1985,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Butzenstrasse,18,8910,Affoltern am Albis,47.27694,8.458754,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"294,1982,1981-1985,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Butzenstrasse,30,8910,Affoltern am Albis,47.2764,8.459361,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,25.53290277338744,4984.022621365229,110.81907778910988,21631.88398443425"
"296,1981,1981-1985,122,4,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Butzenstrasse,34,8910,Affoltern am Albis,47.27622,8.459733,Wohnzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
"300,1981,1981-1985,122,4,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Butzenstrasse,42,8910,Affoltern am Albis,47.27607,8.459968,Wohnzonen,1,0,1,292.8,Wohnen,3112,24.30612416669599,7116.833156008586,107.13512542983074,31369.16472585444"
308,1750,Vor 1919,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Butzenstrasse,11,8910,Affoltern am Albis,47.27661,8.460157,Zonen für öffentliche Nutzungen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829
"315,1960,1946-1960,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Mühlebergstrasse,35,8910,Affoltern am Albis,47.28108,8.457364,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
"316,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlebergstrasse,32a,8910,Affoltern am Albis,47.28129,8.456495,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"317,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlebergstrasse,32b,8910,Affoltern am Albis,47.28127,8.456515,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"318,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlebergstrasse,32c,8910,Affoltern am Albis,47.28123,8.456566,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"319,1870,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlebergstrasse,30,8910,Affoltern am Albis,47.28144,8.456338,Mischzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
326,1925,1919-1945,122,2.8254901960784315,Gebäude ohne Wohnnutzung,1,ZH,Affoltern am Albis,2,Mühlebergstrasse,20,8910,Affoltern am Albis,47.28177,8.455647,Mischzonen,1,0,0,178.16784313725492,Rest,3112,28.217639616323883,5027.475988864784,128.6902736269899,22928.468484863948
"327,1850,Vor 1919,122,4,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlebergstrasse,19,8910,Affoltern am Albis,47.28209,8.455515,Mischzonen,1,0,1,292.8,Wohnen,3112,22.49692834951446,6587.100620737834,106.17413757552826,31087.787482114676"
"332,1966,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",19,ZH,Affoltern am Albis,2,Mühlebergstrasse,13,8910,Affoltern am Albis,47.28198,8.454664,Wohnzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
336,1860,Vor 1919,122,2,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Mühlebergstrasse,4,8910,Affoltern am Albis,47.28126,8.454771,Mischzonen,1,0,1,97.60000000000001,Rest,3112,22.323761625311565,2178.799134630409,106.30878021621179,10375.736949102271
"340,1800,Vor 1919,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlebergstrasse,11,8910,Affoltern am Albis,47.28187,8.454675,Mischzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"350,1967,1961-1970,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",9,ZH,Affoltern am Albis,2,Mühlebergstrasse,48,8910,Affoltern am Albis,47.27963,8.457738,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,26.242267258093538,10244.981137559718,112.4627439777619,43905.45524891825"
"352,1969,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Brunnenhof,1,8910,Affoltern am Albis,47.28036,8.457116,Wohnzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
"356,1970,1961-1970,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",22,ZH,Affoltern am Albis,2,Brunnenstrasse,5,8910,Affoltern am Albis,47.28026,8.456258,Wohnzonen,1,0,1,292.8,Wohnen,3112,27.175271000358045,7956.919348904836,115.19302447603124,33728.51756658195"
"365,1952,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Untere Kirchfeldstrasse,14,8910,Affoltern am Albis,47.28017,8.455751,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"369,1971,1971-1980,122,5,""Mehrfamilienhaus, ohne Nebennutzung"",6,ZH,Affoltern am Albis,2,Wolhausenstrasse,15,8910,Affoltern am Albis,47.27949,8.456196,Wohnzonen,1,0,1,390.40000000000003,Wohnen,3112,26.04627175490735,10168.464493115831,119.12982605086397,46508.2840902573"
371,1971,1971-1980,122,8,Wohngebäude mit Nebennutzung,8,ZH,Affoltern am Albis,2,Wolhausenstrasse,19,8910,Affoltern am Albis,47.27964,8.456722,Wohnzonen,1,0,1,683.2,Wohnen,3112,24.334985197446645,16625.66188689555,113.69877199192446,77679.00102488279
"374,1971,1971-1980,122,4,""Mehrfamilienhaus, ohne Nebennutzung"",8,ZH,Affoltern am Albis,2,Wolhausenstrasse,25,8910,Affoltern am Albis,47.27965,8.457309,Wohnzonen,1,0,1,292.8,Wohnen,3112,26.97230717632743,7897.491541228672,122.02196463227017,35728.031244328704"
"384,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,8,8910,Affoltern am Albis,47.2791,8.458899,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"387,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,11,8910,Affoltern am Albis,47.27925,8.458823,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"394,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,18,8910,Affoltern am Albis,47.27885,8.460128,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"396,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,20,8910,Affoltern am Albis,47.2788,8.46046,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"383,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,7,8910,Affoltern am Albis,47.27905,8.4589,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"386,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,10,8910,Affoltern am Albis,47.2792,8.458873,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"389,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,13,8910,Affoltern am Albis,47.2792,8.459307,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"390,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,14,8910,Affoltern am Albis,47.27917,8.459361,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"395,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,19,8910,Affoltern am Albis,47.27916,8.460213,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"398,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,22,8910,Affoltern am Albis,47.27872,8.460979,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"403,1980,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,28,8910,Affoltern am Albis,47.27839,8.460458,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"409,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,40,8910,Affoltern am Albis,47.27857,8.461454,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"410,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,42,8910,Affoltern am Albis,47.27856,8.461518,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"422,1987,1986-1990,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Rebberg,1,8910,Affoltern am Albis,47.27949,8.460589,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,19.60425052809131,1913.374851541712,85.88449692546467,8382.326899925352"
"424,1976,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Bernhaustrasse,3,8910,Affoltern am Albis,47.27823,8.461965,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"425,1976,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Bernhaustrasse,5,8910,Affoltern am Albis,47.27827,8.462279,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"431,1977,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Mühlebergstrasse,66,8910,Affoltern am Albis,47.27869,8.462395,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"441,1980,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,35,8910,Affoltern am Albis,47.2787,8.461632,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"442,1890,Vor 1919,122,2,""Mehrfamilienhaus, ohne Nebennutzung"",2,ZH,Affoltern am Albis,2,Haselbachstrasse,1,8910,Affoltern am Albis,47.28094,8.460699,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829"
"445,1956,1946-1960,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Weinberg,22,8910,Affoltern am Albis,47.27987,8.461677,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.42231729172554,3359.618167672413,140.38666524962295,13701.738528363201"
"449,1963,1961-1970,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Weinberg,21,8910,Affoltern am Albis,47.28017,8.461507,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
"450,1969,1961-1970,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Weinberg,32,8910,Affoltern am Albis,47.27984,8.463061,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,31.053844354926174,3030.8552090407948,126.2434880255965,12321.36443129822"
"451,1926,1919-1945,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Im Weinberg,27,8910,Affoltern am Albis,47.28035,8.462123,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,34.95907094303204,3412.0053240399275,148.10584429211943,14455.130402910858"
455,1830,Vor 1919,122,2,Wohngebäude mit Nebennutzung,1,ZH,Affoltern am Albis,2,Mühlebergstrasse,115,8910,Affoltern am Albis,47.27785,8.469047,ausserhalb Bauzonen,1,0,1,97.60000000000001,Wohnen,3112,25.70778821011734,2509.0801293074524,116.35941956219085,11356.679349269829
456,1830,Vor 1919,122,3,Wohngebäude mit Nebennutzung,2,ZH,Affoltern am Albis,2,Mühlebergstrasse,113,8910,Affoltern am Albis,47.27782,8.468851,ausserhalb Bauzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868
"465,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Haselächerstrasse,19,8910,Affoltern am Albis,47.2807,8.461071,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
"469,1988,1986-1990,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Haselächerstrasse,16,8910,Affoltern am Albis,47.28058,8.461546,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,18.021595389991724,3517.8154201263847,81.06149727290068,15823.204267670215"
480,1991,1991-1995,122,6,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Mühlebergstrasse,104,8910,Affoltern am Albis,47.27736,8.466823,Zonen für öffentliche Nutzungen,1,0,1,488,Rest,3112,18.21253650649385,8887.717815168999,86.31412720946106,42121.294078217
"494,1952,1946-1960,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Spittelstrasse,27,8910,Affoltern am Albis,47.28388,8.455842,Zonen für öffentliche Nutzungen,1,0,1,195.20000000000002,Wohnen,3112,31.64339660567432,6176.791017427628,132.50299751025014,25864.58511400083"
498,1870,Vor 1919,122,3,Gebäude mit teilweiser Wohnnutzung,1,ZH,Affoltern am Albis,2,Sonnenbergstrasse,23,8910,Affoltern am Albis,47.28352,8.457517,Wohnzonen,1,0,1,195.20000000000002,Rest,3112,20.52155980242712,4005.808473433774,100.33881790168296,19586.137254408513
"504,1893,Vor 1919,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Sonnenbergstrasse,12,8910,Affoltern am Albis,47.28187,8.457715,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,23.63239323178765,4613.043158844949,109.82504537114173,21437.848856446868"
"397,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,21,8910,Affoltern am Albis,47.27915,8.460422,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"399,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,23,8910,Affoltern am Albis,47.27901,8.460868,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"401,1978,1971-1980,122,1,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,26,8910,Affoltern am Albis,47.2785,8.460759,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"402,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,27,8910,Affoltern am Albis,47.27895,8.46132,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"404,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,29,8910,Affoltern am Albis,47.27894,8.461385,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"407,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,31,8910,Affoltern am Albis,47.27893,8.461448,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"411,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,38,8910,Affoltern am Albis,47.27858,8.461391,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"412,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,36,8910,Affoltern am Albis,47.27859,8.461326,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"413,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Erlenweg,34,8910,Affoltern am Albis,47.27839,8.461201,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"415,1979,1971-1980,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Stigelistrasse,1,8910,Affoltern am Albis,47.27854,8.459593,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"419,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Stigelistrasse,5,8910,Affoltern am Albis,47.27876,8.459689,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"420,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Stigelistrasse,6,8910,Affoltern am Albis,47.27864,8.460089,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"421,1979,1971-1980,122,2,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Stigelistrasse,7,8910,Affoltern am Albis,47.27878,8.45968,Wohnzonen,1,0,1,97.60000000000001,Wohnen,3112,30.821912647564567,3008.218674402302,133.7275282160774,13051.806753889154"
"435,1976,1971-1980,122,3,""Mehrfamilienhaus, ohne Nebennutzung"",3,ZH,Affoltern am Albis,2,Wilgibelweg,17,8910,Affoltern am Albis,47.27912,8.462854,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.33365336176192,5530.729136215928,126.21781639132138,24637.717759585936"
"440,1961,1961-1970,122,3,""Einfamilienhaus, ohne Nebennutzung"",1,ZH,Affoltern am Albis,2,Wilgibelweg,22,8910,Affoltern am Albis,47.27865,8.463125,Wohnzonen,1,0,1,195.20000000000002,Wohnen,3112,28.546861175148695,5572.347301389026,119.1540560479681,23258.871740563376"
